id,titulo,resumo,data_publicacao,url,pagina,coletado_em,seletor_usado
82c273534322,Fiança Locatícia e LGPD: como proteger dados em um processo tão sensível,Garantir o aluguel sem abrir mão da privacidade: entenda o papel da conformidade com a LGPD.,2025-11-17T17:18:11.801Z,https://g1.globo.com/sp/campinas-regiao/especial-publicitario/liveb-bank-liveb-bank-fianca-locaticia/noticia/2025/11/17/fianca-locaticia-e-lgpd-como-proteger-dados-em-um-processo-tao-sensivel.ghtml,2,2026-09-12T13:15:05,api:busca.globo.com/v1/search
6be923bf0d49,Homem é preso suspeito de agredir a irmã em Itatiba,Vítima tem 77 anos e foi levada para a Santa Casa com vários ferimentos. A polícia investiga as circunstâncias da agressão.,2026-08-20T20:30:38.110Z,https://g1.globo.com/sp/sorocaba-jundiai/noticia/2026/08/20/homem-e-preso-suspeito-de-agredir-a-irma-em-itatiba.ghtml,2,2026-09-12T13:15:05,api:busca.globo.com/v1/search
cf973d414f8f,"Delegada Vilma Alves segue internada após sofrer infarto em Teresina: 'lutando pela vida', diz filha",A delegada tem 79 anos e dedicou mais de 40 anos ao cargo na Polícia Civil do Piauí. Ela foi hospitalizada na terça-feira (18).,2026-08-21T14:10:59.824Z,https://g1.globo.com/pi/piaui/noticia/2026/08/21/delegada-teresina-filha.ghtml,2,2026-09-12T13:15:05,api:busca.globo.com/v1/search
d17b05a68d54,"Plano de governo: Du Pereira promete painel público, escritório estadual de projetos e diagnóstico das rodovias","Programa de governo enfatiza a descentralização dos serviços públicos informando que pretende romper com a dependência da capital, buscando o fortalecimento dos 139 municípios.",2026-09-03T09:01:16.905Z,https://g1.globo.com/to/tocantins/eleicoes/2026/noticia/2026/09/03/plano-de-governo-du-pereira-promete-painel-publico-escritorio-estadual-de-projetos-e-diagnostico-das-rodovias.ghtml,2,2026-09-12T13:15:05,api:busca.globo.com/v1/search
c54b51c26f3d,Entidades acionam MPF contra óculos inteligentes da Meta por riscos à privacidade e aos consumidores,"Representação questiona a segurança do dispositivo, a coleta de dados de terceiros e o uso da tecnologia para gravações sem consentimento.",2026-08-21T13:40:17.299Z,https://g1.globo.com/tecnologia/noticia/2026/08/21/entidades-acionam-mpf-contra-oculos-inteligentes-da-meta-por-riscos-a-privacidade-e-aos-consumidores.ghtml,2,2026-09-12T13:15:05,api:busca.globo.com/v1/search
f04dd5d62f88,Pastor-belga que atacou veterinária no Senado é retirado das atividades e passará por exames,"Senado informou que cão está com a vacinação em dia. Vitória Valle de Oliveira Pinha, de 36 anos, segue internada em estado grave na UTI do Hospital de Base.",2026-08-19T03:00:42.302Z,https://g1.globo.com/df/distrito-federal/noticia/2026/08/19/pastor-belga-que-atacou-veterinaria-no-senado-e-retirado-das-atividades-e-passara-por-exames.ghtml,2,2026-09-12T13:15:05,api:busca.globo.com/v1/search
30750df0bdfc,"Brigou no avião? Você poderá ficar até um ano proibido de voar; entenda, em cinco pontos, a nova regra da Anac","Medida entra em vigor em setembro e também prevê multas de R$ 17,5 mil para casos de conflitos menos graves durante o voo ou o embarque.",2026-08-20T10:28:41.296Z,https://g1.globo.com/turismo-e-viagem/noticia/2026/08/20/brigou-no-aviao-voce-podera-ficar-ate-um-ano-proibido-de-voar-entenda-em-cinco-pontos-a-nova-regra-da-anac.ghtml,2,2026-09-12T13:15:05,api:busca.globo.com/v1/search
6b1204d649e0,Motorista de caminhonete persegue e esfaqueia motoboy em pizzaria no PR após briga de trânsito e é encontrado com ajuda de IA,"Crime foi registrado por câmera de segurança. Segundo a polícia, desentendimento iniciou porque motociclista parou para dar preferência a um pedestre e motorista da caminhonete se irritou. Ele foi preso em flagrante.",2026-08-21T14:51:24.958Z,https://g1.globo.com/pr/campos-gerais-sul/noticia/2026/08/21/motorista-de-caminhonete-persegue-e-esfaqueia-motoboy-em-pizzaria-no-pr-apos-briga-de-transito-e-e-encontrado-com-ajuda-de-ia.ghtml,2,2026-09-12T13:15:05,api:busca.globo.com/v1/search
29bd5b8f2ed3,"Latam diz que falha de segurança expôs nome, endereço e parte do cartão de crédito de clientes",Companhia aérea disse que vazamento de dados foi identificado em 29 de julho e recomendou que clientes tenham atenção redobrada a possíveis mensagens ou ligações falsas.,2026-08-19T21:26:49.283Z,https://g1.globo.com/tecnologia/noticia/2026/08/19/latam-incidente-seguranca-dados.ghtml,3,2026-09-12T13:15:09,api:busca.globo.com/v1/search
8d64b089a196,"Vazamento de dados de mais de 600 pessoas com HIV na BA viola Constituição, LGPD e outras normas",Código de Ética Médica e as normas do Sistema Único de Saúde (SUS) também foram violadas após a Prefeitura de Feira de Santana divulgar os dados sigilosos.,2025-09-23T07:00:48.378Z,https://g1.globo.com/ba/feira-de-santana-regiao/noticia/2025/09/23/vazamento-de-dados-de-pessoas-com-hiv-na-ba-viola-leis-e-normas.ghtml,3,2026-09-12T13:15:09,api:busca.globo.com/v1/search
5b3d374b1bcd,Backup local ou em nuvem: o que considerar na escolha da estratégia,"Especialistas apontam que a decisão não precisa ser exclusiva entre um modelo e outro, mas depende do perfil de dados e da tolerância a risco de cada empresa.",2026-08-25T12:15:27.268Z,https://g1.globo.com/pr/parana/especial-publicitario/gate7-it-solutions-gestao-de-ti-inteligente/noticia/2026/08/25/backup-local-ou-em-nuvem-o-que-considerar-na-escolha-da-estrategia.ghtml,3,2026-09-12T13:15:09,api:busca.globo.com/v1/search
434fc6c2ffb6,Saiba como evitar ligações abusivas: Procon de Taubaté orienta consumidores,"Órgão fez orientações sobre chamadas insistentes, cobranças não reconhecidas e ligações destinadas a localizar outras pessoas.",2026-08-18T16:23:44.721Z,https://g1.globo.com/sp/vale-do-paraiba-regiao/noticia/2026/08/18/saiba-como-evitar-ligacoes-abusivas-procon-de-taubate-orienta-consumidores.ghtml,3,2026-09-12T13:15:09,api:busca.globo.com/v1/search
333985f67d53,Vazamento de dados na Latam: entenda o que foi exposto e como se proteger,"Segundo a companhia aérea, falha permitiu acesso a dados pessoais e parte dos dados de cartões. Empresa recomenda atenção contra eventuais tentativas de golpes com informações acessadas por terceiros.",2026-08-20T03:00:34.015Z,https://g1.globo.com/tecnologia/noticia/2026/08/20/vazamento-de-dados-na-latam-entenda-o-que-foi-exposto-e-como-se-proteger.ghtml,3,2026-09-12T13:15:09,api:busca.globo.com/v1/search
5f58c5005c4f,"Em programa de governo, Ivan Moraes promete tarifa zero, renda básica estadual, câmeras corporais na PM e comitê de cannabis medicinal",Candidato do PSOL ao governo de Pernambuco também prometeu criar programa Todos com a Nota Digital e ensino de educação sexual nas escolas.,2026-09-05T03:00:00.766Z,https://g1.globo.com/pe/pernambuco/eleicoes/2026/noticia/2026/09/05/plano-de-governo-de-ivan-moraes.ghtml,3,2026-09-12T13:15:09,api:busca.globo.com/v1/search
f885fc49b8ba,"Criança de 10 anos ferida após deslizamento de terra onde a mãe morreu segue na UTI, em SC",Menina foi encontrada ferida e sofreu uma parada cardíaca após acidente ocorrido na Grande Florianópolis. Pai e irmão também estavam na residência.,2026-08-17T12:48:45.303Z,https://g1.globo.com/sc/santa-catarina/noticia/2026/08/17/crianca-10-anos-ferida-deslizamento-onde-mae-morreu-segue-na-uti.ghtml,3,2026-09-12T13:15:09,api:busca.globo.com/v1/search
0f91cfb5b298,Cloud para startups: como estruturar infraestrutura desde o início,Escolhas feitas nos primeiros meses de uma startup sobre onde e como armazenar dados podem influenciar diretamente a capacidade de crescer sem retrabalho técnico.,2026-08-21T18:58:13.717Z,https://g1.globo.com/pr/parana/especial-publicitario/gate7-it-solutions-gestao-de-ti-inteligente/noticia/2026/08/21/cloud-para-startups-como-estruturar-infraestrutura-desde-o-inicio.ghtml,3,2026-09-12T13:15:09,api:busca.globo.com/v1/search
6a089abfaaec,LGPD em TI: Como empresas podem garantir conformidade com suas operações,"A HostDime foi a primeira empresa no Brasil a conquistar a ISO 27701, garantindo conformidade com a LGPD.",2025-05-21T20:56:11.154Z,https://g1.globo.com/pb/paraiba/especial-publicitario/hostdime/noticia/2025/05/21/lgpd-em-ti-como-empresas-podem-garantir-conformidade-com-suas-operacoes.ghtml,3,2026-09-12T13:15:09,api:busca.globo.com/v1/search
cef060fa1155,MP investiga exposição de dados pessoais de mais de 290 pacientes na Bahia; lista inclui registros de exames de HIV e hepatite,"Relatórios com nomes, CPFs e exames de HIV e hepatite foram anexados a processos de pagamento da Prefeitura de Santo Estevão. Representação também foi enviada ao TCM-BA.",2026-08-19T18:36:51.337Z,https://g1.globo.com/ba/feira-de-santana-regiao/noticia/2026/08/19/mp-investiga-possivel-exposicao-de-dados-pessoais-e-de-saude-de-pacientes-em-santo-estevao.ghtml,3,2026-09-12T13:15:09,api:busca.globo.com/v1/search
4088a6aa4914,Transtorno: Homem engole munição e precisa ser operado no interior de MS,"Homem disse no hospital que possui a 'Síndrome de Pica'. O homem, de 44 anos, tem histórico de já ter ingerido outros objetos, como sabonete e sacola plástica.",2026-08-13T14:31:52.826Z,https://g1.globo.com/ms/mato-grosso-do-sul/noticia/2026/08/13/homem-engole-municao-e-passa-por-cirurgia-em-ms.ghtml,4,2026-09-12T13:15:13,api:busca.globo.com/v1/search
b57ec1f5acef,ECA Digital encorpou fiscalização da ANPD sobre redes sociais e proteção de crianças,"Com novas competências para proteger menores na internet, agência federal pode aplicar multas e suspender serviços que não garantam a proteção de crianças e adolescentes no ambiente virtual; fiscalização da ANPD já resultou na suspensão das ferramentas de conversas ao vivo do Discord.",2026-08-13T11:19:15.930Z,https://g1.globo.com/politica/blog/julia-duailibi/post/2026/08/13/eca-digital-encorpou-fiscalizacao-da-anpd-sobre-redes-sociais-e-protecao-de-criancas.ghtml,4,2026-09-12T13:15:13,api:busca.globo.com/v1/search
e9f2d1116c7e,Veterinária atacada por pastor-belga do Senado no centro de Brasília passa por cirurgia,"Vitória Valle, de 36 anos, foi mordida no pescoço enquanto dava ração ao animal. Cachorro faz parte do Serviço de Cinotecnia, que treina animais para ajudarem a Polícia Legislativa.",2026-08-18T18:30:57.944Z,https://g1.globo.com/df/distrito-federal/noticia/2026/08/18/veterinaria-atacada-por-pastor-belga-do-senado-no-centro-de-brasilia-passa-por-cirurgia-estado-e-grave.ghtml,4,2026-09-12T13:15:13,api:busca.globo.com/v1/search
fd4bc7d5edef,Sua empresa está protegida? HostDime foi pioneira com ISO LGPD no Brasil.,"A HostDime foi a primeira empresa no Brasil a conquistar a ISO 27701, a certificação que atesta boas práticas na proteção de dados pessoais, como exige a LGPD.",2025-05-06T17:48:09.823Z,https://g1.globo.com/pb/paraiba/especial-publicitario/hostdime/noticia/2025/05/06/sua-empresa-esta-protegida-hostdime-foi-pioneira-com-iso-lgpd-no-brasil.ghtml,4,2026-09-12T13:15:13,api:busca.globo.com/v1/search
b6f3e80cb192,Jovem de 15 anos morre após ir à UPA com dor de dente no DF; família denuncia negligência,Maria Luiza procurou UPA em Sobradinho duas vezes antes de ser internada em estado grave. Exame indicou sangue no tórax; caso é investigado como morte suspeita pela Polícia Civil.,2026-08-19T22:33:24.725Z,https://g1.globo.com/df/distrito-federal/noticia/2026/08/19/jovem-de-15-anos-morre-apos-ir-a-upa-com-dor-de-dente-no-df-familia-denuncia-negligencia.ghtml,4,2026-09-12T13:15:13,api:busca.globo.com/v1/search
df0927243cdc,UFR expulsa estudante de engenharia após caso de capacitismo contra colega com deficiência,Universidade informou que estudante do curso de Engenharia Agrícola e Ambiental foi desligada após procedimento administrativo. Caso ganhou repercussão após vídeo com ofensas contra uma colega.,2026-08-11T19:36:32.246Z,https://g1.globo.com/mt/mato-grosso/noticia/2026/08/11/ufr-desliga-estudante-apos-apuracao-de-caso-de-capacitismo-contra-colega-com-deficiencia-em-mt.ghtml,4,2026-09-12T13:15:13,api:busca.globo.com/v1/search
ec859eceef4b,Segurança Cibernética: curso atende à crescente demanda por especialistas na área,"Com matriz seguindo padrões de excelência e atualizada para novas legislações, a graduação prepara o aluno para ocupar cargos de relevância em pontos estratégicos",2026-08-06T18:07:27.934Z,https://g1.globo.com/ce/ceara/especial-publicitario/unifor/guia-de-profissoes/noticia/2026/08/06/seguranca-cibernetica-curso-atende-a-crescente-demanda-por-especialistas-na-area.ghtml,4,2026-09-12T13:15:13,api:busca.globo.com/v1/search
dd8e0b455348,"Enfermeira denuncia ter sido agredida em plantão no hospital de Samambaia, no DF ","Segundo sindicato, profissional sofreu ferimentos nas mãos, braços, tórax, rosto e boca. Conforme boletim de ocorrência, suposta agressora tem 39 anos e foi levada à delegacia por militares.",2026-08-10T19:03:55.853Z,https://g1.globo.com/df/distrito-federal/noticia/2026/08/10/enfermeira-denuncia-ter-sido-agredida-durante-plantao-em-hospital-publico-em-samambaia-no-df.ghtml,4,2026-09-12T13:15:13,api:busca.globo.com/v1/search
bbd78c4e4a58,Estudantes de psicologia da Uniso denunciam negligência da gestão ao MEC e apontam crise institucional,"Alunos reclamam de falta de transparência, demissões de professores, desorganização de grades horárias e interrupção de projetos de iniciação científica. Universidade nega irregularidades.",2026-08-11T18:31:19.933Z,https://g1.globo.com/sp/sorocaba-jundiai/noticia/2026/08/11/curso-psicologia-uniso-denuncia-negligencia.ghtml,4,2026-09-12T13:15:13,api:busca.globo.com/v1/search
7a90441ce0bf,Cantor sertanejo internado com leucemia e esposa conversam sobre manter a fé na recuperação: ‘Ser positivos diante dos riscos’ ,"Ao g1, Daniele informou que Eduardo está internado em Unidade de Terapia Intensiva (UTI), mas consciente e estável. Família realiza campanha de doação de sangue.",2026-08-09T00:39:02.096Z,https://g1.globo.com/go/goias/noticia/2026/08/08/cantor-sertanejo-internado-com-leucemia-e-esposa-conversam-sobre-manter-a-fe-na-recuperacao-ser-positivos-diante-dos-riscos.ghtml,4,2026-09-12T13:15:13,api:busca.globo.com/v1/search
e5abab397ec6,Backup tradicional deixa de ser suficiente diante de ataques modernos,"Levantamentos do setor apontam falhas em rotinas de cópia de segurança de empresas brasileiras, num momento em que a velocidade de resposta a incidentes é decisiva.",2026-08-12T20:24:46.857Z,https://g1.globo.com/pr/parana/especial-publicitario/gate7-it-solutions-gestao-de-ti-inteligente/noticia/2026/08/12/backup-tradicional-deixa-de-ser-suficiente-diante-de-ataques-modernos.ghtml,5,2026-09-12T13:15:16,api:busca.globo.com/v1/search
f2b14609c374,"Cantor sertanejo internado em Goiânia é diagnosticado com leucemia, diz assessoria","Cantor da dupla sertaneja está internado na UTI do Hospital das Clínicas, em Goiânia, e equipe pede doações de sangue; médico explica o diagnóstico.",2026-08-07T00:49:50.105Z,https://g1.globo.com/go/goias/noticia/2026/08/06/cantor-sertanejo-internado-em-goiania-e-diagnosticado-com-leucemia-diz-assessoria.ghtml,5,2026-09-12T13:15:16,api:busca.globo.com/v1/search
7e0b0d85e7ee,"Cantor sertanejo é internado após passar mal em Goiânia, e amigos buscam doação de sangue ","Alcemir da Luz Carlos Filho, conhecido como Eduardo, da dupla com Derick, está internado no Hospital das Clínicas, em Goiânia. Cantor precisa de doação de sangue de qualquer tipo.",2026-08-06T10:25:37.842Z,https://g1.globo.com/go/goias/noticia/2026/08/06/cantor-sertanejo-e-internado-apos-passar-mal-em-goiania-e-amigos-buscam-doacao-de-sangue.ghtml,5,2026-09-12T13:15:16,api:busca.globo.com/v1/search
0183f7c48fd6,Como aplicar uma pesquisa psicossocial com anonimato,Anonimato é o que separa um diagnóstico confiável de uma pesquisa que ninguém responde com sinceridade. Veja como garantir,2026-07-21T19:00:10.164Z,https://g1.globo.com/mg/triangulo-mineiro/especial-publicitario/mentenr1-a-nr-1-como-sua-aliada/noticia/2026/07/21/como-aplicar-uma-pesquisa-psicossocial-com-anonimato.ghtml,5,2026-09-12T13:15:16,api:busca.globo.com/v1/search
148418fecee1,"Morador que denuncia descarte irregular de lixo pode ganhar até R$ 7,6 mil em cidade do interior de SP","Para a recompensa ser concedida, a denúncia deve cumprir requisitos da Prefeitura de Águas da Prata (SP). Objetivo é reforçar limpeza e envolver a população na preservação de áreas.",2026-08-09T14:09:22.537Z,https://g1.globo.com/sp/sao-carlos-regiao/noticia/2026/08/09/cidade-no-interior-de-sp-premia-denuncia-de-descarte-irregular-de-lixo-com-ate-20percent-da-multa.ghtml,5,2026-09-12T13:15:16,api:busca.globo.com/v1/search
0293c605f8b1,Viih Tube e Eliezer encerram reality com empregados e pagarão R$ 350 mil por dano moral ,"Após acordo com o Ministério Público do Trabalho, influenciadores retirarão do ar conteúdos considerados humilhantes para empregados domésticos e terão de cumprir uma série de obrigações previstas no TAC.",2026-07-29T15:23:16.458Z,https://g1.globo.com/trabalho-e-carreira/noticia/2026/07/29/viih-tube-e-eliezer-firmam-encerram-reality-com-empregados-e-pagarao-r-350-mil.ghtml,5,2026-09-12T13:15:16,api:busca.globo.com/v1/search
2cd8512e2279,Tarifa Zero: confira passo a passo para recadastramento obrigatório em Uberlândia,Atualização deve ser feita pelo aplicativo Supersit Uberlândia desta segunda (3/8) até 4 de setembro. Quem não realizar o procedimento pode ter o benefício bloqueado.,2026-08-03T03:01:19.698Z,https://g1.globo.com/mg/triangulo-mineiro/noticia/2026/08/03/tarifa-zero-confira-passo-a-passo-para-recadastramento-obrigatorio-em-uberlandia.ghtml,5,2026-09-12T13:15:16,api:busca.globo.com/v1/search
786136ec2ba4,Veja quem eram as vítimas de acidente entre caminhão e ônibus  ,"Acidente causou a morte de sete pessoas até o momento. No caminhão estavam o motorista Rodrigo Fernandes, de 30 anos, e o passageiro Anderson Oliveira, de 47 anos.",2026-08-09T21:41:59.319Z,https://g1.globo.com/go/goias/transito/noticia/2026/08/09/veja-quem-eram-as-vitimas-de-acidente-entre-caminhao-e-onibus.ghtml,5,2026-09-12T13:15:16,api:busca.globo.com/v1/search
5ba5dcca4f2d,Como fazer o diagnóstico psicossocial passo a passo,Um passo a passo claro para fazer o diagnóstico de riscos psicossociais exigido pela NR-1 — do planejamento ao registro,2026-07-22T12:09:08.812Z,https://g1.globo.com/mg/triangulo-mineiro/especial-publicitario/mentenr1-a-nr-1-como-sua-aliada/noticia/2026/07/22/como-fazer-o-diagnostico-psicossocial-passo-a-passo.ghtml,5,2026-09-12T13:15:16,api:busca.globo.com/v1/search
